country,scenario,metric,baseline_value,comparison_value,difference
AFG,tobacco_t3,Economic benefit (USD) by 2035,57518883990.25001,57519018180.159996,134189.90998840332
AFG,tobacco_t6,Total deaths averted by 2030,1604127.54,1604121.4200000002,-6.119999999878928
AFG,tobacco_t6,Total deaths averted by 2035,3022348.9600000004,3022314.57,-34.39000000059605
AFG,tobacco_t6,Cases averted by 2030,14186501.030000001,14183237.66,-3263.370000001043
AFG,tobacco_t6,Cases averted by 2035,29962134.87,29948636.2,-13498.670000001788
AFG,tobacco_t6,Total healthy years lived by 2030,247917675.68,247917861.94,186.25999999046326
AFG,tobacco_t6,Total healthy years lived by 2035,477631934.81000006,477632758.25000006,823.4399999976158
AFG,tobacco_t6,Economic benefit (USD) by 2030,29136498402.92,29136535721.329998,37318.40999984741
AFG,tobacco_t6,Economic benefit (USD) by 2035,57518883990.25001,57519049641.05,165650.79999542236
AFG,tobacco_t4,Total deaths averted by 2030,1604127.54,1604115.9400000002,-11.599999999860302
AFG,tobacco_t4,Total deaths averted by 2035,3022348.9600000004,3022283.69,-65.27000000048429
AFG,tobacco_t4,Cases averted by 2030,14186501.030000001,14180308.61,-6192.420000001788
AFG,tobacco_t4,Cases averted by 2035,29962134.87,29936510.819999997,-25624.05000000447
AFG,tobacco_t4,Total healthy years lived by 2030,247917675.68,247918029.08000004,353.4000000357628
AFG,tobacco_t4,Total healthy years lived by 2035,477631934.81000006,477633497.8899999,1563.0799998641014
AFG,tobacco_t4,Economic benefit (USD) by 2030,29136498402.92,29136569274.2,70871.280002594
AFG,tobacco_t4,Economic benefit (USD) by 2035,57518883990.25001,57519198728.979996,314738.72998809814
AFG,tobacco_t5,Total deaths averted by 2030,1604127.54,1604117.6,-9.93999999994412
AFG,tobacco_t5,Total deaths averted by 2035,3022348.9600000004,3022293.09,-55.87000000057742
AFG,tobacco_t5,Cases averted by 2030,14186501.030000001,14181198.040000001,-5302.9900000002235
AFG,tobacco_t5,Cases averted by 2035,29962134.87,29940193.789999995,-21941.080000005662
AFG,tobacco_t5,Total healthy years lived by 2030,247917675.68,247917978.33,302.65000000596046
AFG,tobacco_t5,Total healthy years lived by 2035,477631934.81000006,477633273.21999997,1338.4099999070168
AFG,tobacco_t5,Economic benefit (USD) by 2030,29136498402.92,29136559079.68,60676.76000213623
AFG,tobacco_t5,Economic benefit (USD) by 2035,57518883990.25001,57519153415.659996,269425.4099884033
ALB,tobacco_t1,Total deaths averted by 2030,147278.42999999996,147277.4,-1.029999999969732
ALB,tobacco_t1,Total deaths averted by 2035,278653.73000000004,278650.45,-3.2800000000279397
ALB,tobacco_t1,Cases averted by 2030,609462.48,608989.75,-472.7299999999814
ALB,tobacco_t1,Cases averted by 2035,1213153.1,1211831.12,-1321.9799999999814
ALB,tobacco_t1,Total healthy years lived by 2030,14467159.04,14467175.559999999,16.519999999552965
ALB,tobacco_t1,Total healthy years lived by 2035,26251600.150000002,26251651.499999996,51.349999994039536
ALB,tobacco_t1,Economic benefit (USD) by 2030,76434890929.89,76434977611.03,86681.13999938965
ALB,tobacco_t1,Economic benefit (USD) by 2035,138118180654.03998,138118431199.59,250545.55001831055
ALB,asthma_cr1,Total deaths averted by 2030,147278.42999999996,147278.43,2.9103830456733704e-11
ALB,asthma_cr1,Total deaths averted by 2035,278653.73000000004,278653.73,-5.820766091346741e-11
ALB,asthma_cr1,Cases averted by 2030,609462.48,609462.48,0.0
ALB,asthma_cr1,Cases averted by 2035,1213153.1,1213153.0999999999,-2.3283064365386963e-10
ALB,asthma_cr1,Total healthy years lived by 2030,14467159.04,14468406.670000002,1247.6300000026822
ALB,asthma_cr1,Total healthy years lived by 2035,26251600.150000002,26254618.69,3018.539999999106
ALB,asthma_cr1,Economic benefit (USD) by 2030,76434890929.89,76440444167.72,5553237.830001831
ALB,asthma_cr1,Economic benefit (USD) by 2035,138118180654.03998,138131520944.29,13340290.250030518
ALB,tobacco_t2,Total deaths averted by 2030,147278.42999999996,147277.76,-0.669999999954598
ALB,tobacco_t2,Total deaths averted by 2035,278653.73000000004,278650.39999999997,-3.330000000074506
ALB,tobacco_t2,Cases averted by 2030,609462.48,609126.53,-335.94999999995343
ALB,tobacco_t2,Cases averted by 2035,1213153.1,1211839.99,-1313.1100000001024
ALB,tobacco_t2,Total healthy years lived by 2030,14467159.04,14467170.350000001,11.310000002384186
ALB,tobacco_t2,Total healthy years lived by 2035,26251600.150000002,26251649.490000002,49.33999999985099
ALB,tobacco_t2,Economic benefit (USD) by 2030,76434890929.89,76434950790.82,59860.93000793457
ALB,tobacco_t2,Economic benefit (USD) by 2035,138118180654.03998,138118423291.75,242637.71002197266
ALB,tobacco_t3,Total deaths averted by 2030,147278.42999999996,147278.04,-0.3899999999557622
ALB,tobacco_t3,Total deaths averted by 2035,278653.73000000004,278651.75,-1.9800000000395812
ALB,tobacco_t3,Cases averted by 2030,609462.48,609261.52,-200.95999999996275
ALB,tobacco_t3,Cases averted by 2035,1213153.1,1212367.9100000001,-785.1899999999441
ALB,tobacco_t3,Total healthy years lived by 2030,14467159.04,14467165.809999999,6.769999999552965
ALB,tobacco_t3,Total healthy years lived by 2035,26251600.150000002,26251629.65,29.49999999627471
ALB,tobacco_t3,Economic benefit (USD) by 2030,76434890929.89,76434926733.90999,35804.01998901367
ALB,tobacco_t3,Economic benefit (USD) by 2035,138118180654.03998,138118325723.67,145069.6300354004
ALB,tobacco_t6,Total deaths averted by 2030,147278.42999999996,147277.94999999998,-0.47999999998137355
ALB,tobacco_t6,Total deaths averted by 2035,278653.73000000004,278651.30000000005,-2.429999999993015
ALB,tobacco_t6,Cases averted by 2030,609462.48,609214.3599999999,-248.12000000011176
ALB,tobacco_t6,Cases averted by 2035,1213153.1,1212183.5499999998,-969.5500000002794
ALB,tobacco_t6,Total healthy years lived by 2030,14467159.04,14467167.4,8.360000001266599
ALB,tobacco_t6,Total healthy years lived by 2035,26251600.150000002,26251636.580000002,36.42999999970198
ALB,tobacco_t6,Economic benefit (USD) by 2030,76434890929.89,76434935136.64,44206.75
ALB,tobacco_t6,Economic benefit (USD) by 2035,138118180654.03998,138118359794.09003,179140.05004882812
ALB,tobacco_t4,Total deaths averted by 2030,147278.42999999996,147277.5,-0.9299999999639113
ALB,tobacco_t4,Total deaths averted by 2035,278653.73000000004,278649.07,-4.660000000032596
ALB,tobacco_t4,Cases averted by 2030,609462.48,608990.73,-471.75
ALB,tobacco_t4,Cases averted by 2035,1213153.1,1211308.45,-1844.6500000001397
ALB,tobacco_t4,Total healthy years lived by 2030,14467159.04,14467174.91,15.870000001043081
ALB,tobacco_t4,Total healthy years lived by 2035,26251600.150000002,26251669.46,69.3099999986589
ALB,tobacco_t4,Economic benefit (USD) by 2030,76434890929.89,76434974999.78,84069.88999938965
ALB,tobacco_t4,Economic benefit (USD) by 2035,138118180654.03998,138118521553.69998,340899.6600036621
ALB,tobacco_t5,Total deaths averted by 2030,147278.42999999996,147277.63999999998,-0.7899999999790452
ALB,tobacco_t5,Total deaths averted by 2035,278653.73000000004,278649.76999999996,-3.9600000000791624
ALB,tobacco_t5,Cases averted by 2030,609462.48,609058.7400000001,-403.73999999987427
ALB,tobacco_t5,Cases averted by 2035,1213153.1,1211574.67,-1578.4300000001676
ALB,tobacco_t5,Total healthy years lived by 2030,14467159.04,14467172.62,13.580000000074506
ALB,tobacco_t5,Total healthy years lived by 2035,26251600.150000002,26251659.45,59.29999999701977
ALB,tobacco_t5,Economic benefit (USD) by 2030,76434890929.89,76434962876.18,71946.28999328613
ALB,tobacco_t5,Economic benefit (USD) by 2035,138118180654.03998,138118472335.44,291681.40002441406
DZA,tobacco_t1,Total deaths averted by 2030,1274960.9300000002,1274952.8599999999,-8.070000000298023
DZA,tobacco_t1,Total deaths averted by 2035,2505772.4099999997,2505743.29,-29.119999999646097
DZA,tobacco_t1,Cases averted by 2030,11813530.700000001,11809546.739999998,-3983.9600000027567
DZA,tobacco_t1,Cases averted by 2035,24458778.66,24447006.89,-11771.769999999553
DZA,tobacco_t1,Total healthy years lived by 2030,252289614.5,252289879.87,265.3700000047684
DZA,tobacco_t1,Total healthy years lived by 2035,473763198.9599999,473764025.8000001,826.8400001525879
DZA,tobacco_t1,Economic benefit (USD) by 2030,402480266211.75995,402481026976.41003,760764.6500854492
DZA,tobacco_t1,Economic benefit (USD) by 2035,759266275859.5599,759268542158.27,2266298.710083008
DZA,asthma_cr1,Total deaths averted by 2030,1274960.9300000002,1274960.9300000002,0.0
DZA,asthma_cr1,Total deaths averted by 2035,2505772.4099999997,2505772.4100000006,9.313225746154785e-10
DZA,asthma_cr1,Cases averted by 2030,11813530.700000001,11813530.7,-1.862645149230957e-09
DZA,asthma_cr1,Cases averted by 2035,24458778.66,24458778.66,0.0
DZA,asthma_cr1,Total healthy years lived by 2030,252289614.5,252340055.92999998,50441.42999997735
DZA,asthma_cr1,Total healthy years lived by 2035,473763198.9599999,473889258.87,126059.91000008583
DZA,asthma_cr1,Economic benefit (USD) by 2030,402480266211.75995,402529552917.69995,49286705.94000244
DZA,asthma_cr1,Economic benefit (USD) by 2035,759266275859.5599,759392145222.93,125869363.37011719
DZA,tobacco_t2,Total deaths averted by 2030,1274960.9300000002,1274955.99,-4.940000000176951
DZA,tobacco_t2,Total deaths averted by 2035,2505772.4099999997,2505744.39,-28.019999999552965
DZA,tobacco_t2,Cases averted by 2030,11813530.700000001,11810750.760000002,-2779.9399999994785
DZA,tobacco_t2,Cases averted by 2035,24458778.66,24447296.729999993,-11481.930000007153
DZA,tobacco_t2,Total healthy years lived by 2030,252289614.5,252289796.49,181.99000000953674
DZA,tobacco_t2,Total healthy years lived by 2035,473763198.9599999,473763991.39,792.4300000667572
DZA,tobacco_t2,Economic benefit (USD) by 2030,402480266211.75995,402480785379.31995,519167.5599975586
DZA,tobacco_t2,Economic benefit (USD) by 2035,759266275859.5599,759268450863.4401,2175003.880126953
DZA,tobacco_t3,Total deaths averted by 2030,1274960.9300000002,1274957.98,-2.9500000001862645
DZA,tobacco_t3,Total deaths averted by 2035,2505772.4099999997,2505755.6200000006,-16.78999999910593
DZA,tobacco_t3,Cases averted by 2030,11813530.700000001,11811865.72,-1664.980000000447
DZA,tobacco_t3,Cases averted by 2035,24458778.66,24451903.35,-6875.309999998659
DZA,tobacco_t3,Total healthy years lived by 2030,252289614.5,252289723.5,109.0
DZA,tobacco_t3,Total healthy years lived by 2035,473763198.9599999,473763673.46999997,474.5100000500679
DZA,tobacco_t3,Economic benefit (USD) by 2030,402480266211.75995,402480577021.87,310810.1100463867
DZA,tobacco_t3,Economic benefit (USD) by 2035,759266275859.5599,759267577637.25,1301777.6900634766
DZA,tobacco_t6,Total deaths averted by 2030,1274960.9300000002,1274957.29,-3.640000000130385
DZA,tobacco_t6,Total deaths averted by 2035,2505772.4099999997,2505751.6799999997,-20.729999999981374
DZA,tobacco_t6,Cases averted by 2030,11813530.700000001,11811475.94,-2054.760000001639
DZA,tobacco_t6,Cases averted by 2035,24458778.66,24450293.14,-8485.519999999553
DZA,tobacco_t6,Total healthy years lived by 2030,252289614.5,252289749.02,134.52000001072884
DZA,tobacco_t6,Total healthy years lived by 2035,473763198.9599999,473763784.61,585.6500000953674
DZA,tobacco_t6,Economic benefit (USD) by 2030,402480266211.75995,402480649841.75,383629.99005126953
DZA,tobacco_t6,Economic benefit (USD) by 2035,759266275859.5599,759267882774.85,1606915.2900390625
DZA,tobacco_t4,Total deaths averted by 2030,1274960.9300000002,1274954.0200000003,-6.909999999916181
DZA,tobacco_t4,Total deaths averted by 2035,2505772.4099999997,2505733.09,-39.31999999983236
DZA,tobacco_t4,Cases averted by 2030,11813530.700000001,11809631.8,-3898.9000000003725
DZA,tobacco_t4,Cases averted by 2035,24458778.66,24442671.53,-16107.129999998957
DZA,tobacco_t4,Total healthy years lived by 2030,252289614.5,252289869.73,255.22999998927116
DZA,tobacco_t4,Total healthy years lived by 2035,473763198.9599999,473764310.58,1111.620000064373
DZA,tobacco_t4,Economic benefit (USD) by 2030,402480266211.75995,402480994665.67,728453.9100341797
DZA,tobacco_t4,Economic benefit (USD) by 2035,759266275859.5599,759269328430.7301,3052571.1701660156
DZA,tobacco_t5,Total deaths averted by 2030,1274960.9300000002,1274955.01,-5.920000000158325
DZA,tobacco_t5,Total deaths averted by 2035,2505772.4099999997,2505738.7499999995,-33.66000000014901
DZA,tobacco_t5,Cases averted by 2030,11813530.700000001,11810191.78,-3338.920000001788
DZA,tobacco_t5,Cases averted by 2035,24458778.66,24444986.47,-13792.190000001341
DZA,tobacco_t5,Total healthy years lived by 2030,252289614.5,252289833.08,218.58000001311302
DZA,tobacco_t5,Total healthy years lived by 2035,473763198.9599999,473764150.81999993,951.8600000143051
DZA,tobacco_t5,Economic benefit (USD) by 2030,402480266211.75995,402480889905.93,623694.1700439453
DZA,tobacco_t5,Economic benefit (USD) by 2035,759266275859.5599,759268889102.1901,2613242.630126953
AGO,tobacco_t1,Total deaths averted by 2030,1707715.32,1707711.07,-4.25
AGO,tobacco_t1,Total deaths averted by 2035,3300866.83,3300851.74,-15.089999999850988
AGO,tobacco_t1,Cases averted by 2030,10644237.43,10642271.06,-1966.3699999991804
AGO,tobacco_t1,Cases averted by 2035,23111795.479999997,23105897.21,-5898.269999995828
AGO,tobacco_t1,Total healthy years lived by 2030,216168669.0,216168837.30999997,168.30999997258186
AGO,tobacco_t1,Total healthy years lived by 2035,425456307.9200001,425456835.22,527.2999999523163
AGO,tobacco_t1,Economic benefit (USD) by 2030,188134776302.25,188135062916.60004,286614.3500366211
AGO,tobacco_t1,Economic benefit (USD) by 2035,377928378738.48,377929287869.67,909131.1900024414
AGO,asthma_cr1,Total deaths averted by 2030,1707715.32,1707715.3199999998,-2.3283064365386963e-10
AGO,asthma_cr1,Total deaths averted by 2035,3300866.83,3300866.83,0.0
AGO,asthma_cr1,Cases averted by 2030,10644237.43,10644237.43,0.0
AGO,asthma_cr1,Cases averted by 2035,23111795.479999997,23111795.48,3.725290298461914e-09
AGO,asthma_cr1,Total healthy years lived by 2030,216168669.0,216229938.55,61269.55000001192
AGO,asthma_cr1,Total healthy years lived by 2035,425456307.9200001,425616751.58000004,160443.65999996662
AGO,asthma_cr1,Economic benefit (USD) by 2030,188134776302.25,188169328438.59998,34552136.349975586
AGO,asthma_cr1,Economic benefit (USD) by 2035,377928378738.48,378024790382.05005,96411643.57006836
AGO,tobacco_t2,Total deaths averted by 2030,1707715.32,1707712.64,-2.680000000167638
AGO,tobacco_t2,Total deaths averted by 2035,3300866.83,3300851.91,-14.919999999925494
AGO,tobacco_t2,Cases averted by 2030,10644237.43,10642795.530000001,-1441.8999999985099
AGO,tobacco_t2,Cases averted by 2035,23111795.479999997,23105749.27,-6046.209999997169
AGO,tobacco_t2,Total healthy years lived by 2030,216168669.0,216168790.6,121.59999999403954
AGO,tobacco_t2,Total healthy years lived by 2035,425456307.9200001,425456839.71,531.7899999022484
AGO,tobacco_t2,Economic benefit (USD) by 2030,188134776302.25,188134981791.03998,205488.78997802734
AGO,tobacco_t2,Economic benefit (USD) by 2035,377928378738.48,377929292820.31006,914081.830078125
AGO,tobacco_t3,Total deaths averted by 2030,1707715.32,1707713.7099999997,-1.6100000003352761
AGO,tobacco_t3,Total deaths averted by 2035,3300866.83,3300857.89,-8.93999999994412
AGO,tobacco_t3,Cases averted by 2030,10644237.43,10643373.66,-863.769999999553
AGO,tobacco_t3,Cases averted by 2035,23111795.479999997,23108174.22,-3621.259999997914
AGO,tobacco_t3,Total healthy years lived by 2030,216168669.0,216168741.86,72.86000001430511
AGO,tobacco_t3,Total healthy years lived by 2035,425456307.9200001,425456626.45,318.5299999117851
AGO,tobacco_t3,Economic benefit (USD) by 2030,188134776302.25,188134899388.77,123086.51998901367
AGO,tobacco_t3,Economic benefit (USD) by 2035,377928378738.48,377928926162.01,547423.5300292969
AGO,tobacco_t6,Total deaths averted by 2030,1707715.32,1707713.33,-1.9899999999906868
AGO,tobacco_t6,Total deaths averted by 2035,3300866.83,3300855.7899999996,-11.040000000502914
AGO,tobacco_t6,Cases averted by 2030,10644237.43,10643171.52,-1065.910000000149
AGO,tobacco_t6,Cases averted by 2035,23111795.479999997,23107326.48,-4468.999999996275
AGO,tobacco_t6,Total healthy years lived by 2030,216168669.0,216168758.9,89.90000000596046
AGO,tobacco_t6,Total healthy years lived by 2035,425456307.9200001,425456701.0,393.07999992370605
AGO,tobacco_t6,Economic benefit (USD) by 2030,188134776302.25,188134928198.08,151895.82998657227
AGO,tobacco_t6,Economic benefit (USD) by 2035,377928378738.48,377929054336.19,675597.7100219727
AGO,tobacco_t4,Total deaths averted by 2030,1707715.32,1707711.58,-3.7399999999906868
AGO,tobacco_t4,Total deaths averted by 2035,3300866.83,3300845.9299999992,-20.90000000083819
AGO,tobacco_t4,Cases averted by 2030,10644237.43,10642215.56,-2021.8699999991804
AGO,tobacco_t4,Cases averted by 2035,23111795.479999997,23103315.619999997,-8479.859999999404
AGO,tobacco_t4,Total healthy years lived by 2030,216168669.0,216168839.50000003,170.50000002980232
AGO,tobacco_t4,Total healthy years lived by 2035,425456307.9200001,425457053.73,745.8099999427795
AGO,tobacco_t4,Economic benefit (USD) by 2030,188134776302.25,188135064471.11002,288168.86001586914
AGO,tobacco_t4,Economic benefit (USD) by 2035,377928378738.48,377929660857.42993,1282118.9499511719
AGO,tobacco_t5,Total deaths averted by 2030,1707715.32,1707712.14,-3.180000000167638
AGO,tobacco_t5,Total deaths averted by 2035,3300866.83,3300848.940000001,-17.889999999199063
AGO,tobacco_t5,Cases averted by 2030,10644237.43,10642505.76,-1731.6699999999255
AGO,tobacco_t5,Cases averted by 2035,23111795.479999997,23104533.52,-7261.959999997169
AGO,tobacco_t5,Total healthy years lived by 2030,216168669.0,216168815.02999997,146.02999997138977
AGO,tobacco_t5,Total healthy years lived by 2035,425456307.9200001,425456946.62,638.6999999284744
AGO,tobacco_t5,Economic benefit (USD) by 2030,188134776302.25,188135023096.22998,246793.97998046875
AGO,tobacco_t5,Economic benefit (USD) by 2035,377928378738.48,377929476665.89,1097927.4100341797
ARG,tobacco_t1,Total deaths averted by 2030,2082940.9100000001,2082939.6600000004,-1.2499999997671694
ARG,tobacco_t1,Total deaths averted by 2035,3923946.9200000004,3923942.4499999997,-4.470000000670552
ARG,tobacco_t1,Cases averted by 2030,22467865.54,22454470.659999996,-13394.880000002682
ARG,tobacco_t1,Cases averted by 2035,43631653.36,43592313.830000006,-39339.52999999374
ARG,tobacco_t1,Total healthy years lived by 2030,245823988.72000003,245824771.47999996,782.7599999308586
ARG,tobacco_t1,Total healthy years lived by 2035,456044002.65,456046296.8,2294.150000035763
ARG,tobacco_t1,Economic benefit (USD) by 2030,1660130595561.1,1660137437770.0498,6842208.949707031
ARG,tobacco_t1,Economic benefit (USD) by 2035,3109930333259.59,3109950511569.15,20178309.560058594
ARG,asthma_cr1,Total deaths averted by 2030,2082940.9100000001,2082940.91,-2.3283064365386963e-10
ARG,asthma_cr1,Total deaths averted by 2035,3923946.9200000004,3923946.920000001,4.656612873077393e-10
ARG,asthma_cr1,Cases averted by 2030,22467865.54,22467865.54,0.0
ARG,asthma_cr1,Cases averted by 2035,43631653.36,43631653.36,0.0
ARG,asthma_cr1,Total healthy years lived by 2030,245823988.72000003,245906796.25,82807.52999997139
ARG,asthma_cr1,Total healthy years lived by 2035,456044002.65,456240388.90000004,196386.2500000596
ARG,asthma_cr1,Economic benefit (USD) by 2030,1660130595561.1,1660576935574.5,446340013.39990234
ARG,asthma_cr1,Economic benefit (USD) by 2035,3109930333259.59,3110993550818.07,1063217558.4799805
ARG,tobacco_t2,Total deaths averted by 2030,2082940.9100000001,2082940.2,-0.7100000001955777
ARG,tobacco_t2,Total deaths averted by 2035,3923946.9200000004,3923942.89,-4.03000000026077
ARG,tobacco_t2,Cases averted by 2030,22467865.54,22458901.96,-8963.579999998212
ARG,tobacco_t2,Cases averted by 2035,43631653.36,43594861.82000001,-36791.539999991655
ARG,tobacco_t2,Total healthy years lived by 2030,245823988.72000003,245824512.66000003,523.9399999976158
ARG,tobacco_t2,Total healthy years lived by 2035,456044002.65,456046148.04,2145.3900000452995
ARG,tobacco_t2,Economic benefit (USD) by 2030,1660130595561.1,1660135149036.1099,4553475.009765625
ARG,tobacco_t2,Economic benefit (USD) by 2035,3109930333259.59,3109949176736.52,18843476.93017578
ARG,tobacco_t3,Total deaths averted by 2030,2082940.9100000001,2082940.48,-0.43000000016763806
ARG,tobacco_t3,Total deaths averted by 2035,3923946.9200000004,3923944.5000000005,-2.419999999925494
ARG,tobacco_t3,Cases averted by 2030,22467865.54,22462499.66,-5365.879999998957
ARG,tobacco_t3,Cases averted by 2035,43631653.36,43609635.449999996,-22017.910000003874
ARG,tobacco_t3,Total healthy years lived by 2030,245823988.72000003,245824302.37,313.64999997615814
ARG,tobacco_t3,Total healthy years lived by 2035,456044002.65,456045286.53999996,1283.8899999856949
ARG,tobacco_t3,Economic benefit (USD) by 2030,1660130595561.1,1660133320856.5498,2725295.4497070312
ARG,tobacco_t3,Economic benefit (USD) by 2035,3109930333259.59,3109941607656.8193,11274397.229492188
ARG,tobacco_t6,Total deaths averted by 2030,2082940.9100000001,2082940.37,-0.5400000000372529
ARG,tobacco_t6,Total deaths averted by 2035,3923946.9200000004,3923943.9199999995,-3.0000000009313226
ARG,tobacco_t6,Cases averted by 2030,22467865.54,22461242.33,-6623.210000000894
ARG,tobacco_t6,Cases averted by 2035,43631653.36,43604473.38,-27179.97999999672
ARG,tobacco_t6,Total healthy years lived by 2030,245823988.72000003,245824375.85999998,387.13999995589256
ARG,tobacco_t6,Total healthy years lived by 2035,456044002.65,456045587.54999995,1584.8999999761581
ARG,tobacco_t6,Economic benefit (USD) by 2030,1660130595561.1,1660133959684.33,3364123.2299804688
ARG,tobacco_t6,Economic benefit (USD) by 2035,3109930333259.59,3109944252001.8696,13918742.279785156
ARG,tobacco_t4,Total deaths averted by 2030,2082940.9100000001,2082939.88,-1.0300000002607703
ARG,tobacco_t4,Total deaths averted by 2035,3923946.9200000004,3923941.23,-5.690000000409782
ARG,tobacco_t4,Cases averted by 2030,22467865.54,22455287.750000004,-12577.78999999538
ARG,tobacco_t4,Cases averted by 2035,43631653.36,43580011.4,-51641.960000000894
ARG,tobacco_t4,Total healthy years lived by 2030,245823988.72000003,245824723.95999998,735.2399999499321
ARG,tobacco_t4,Total healthy years lived by 2035,456044002.65,456047014.0500001,3011.4000000953674
ARG,tobacco_t4,Economic benefit (USD) by 2030,1660130595561.1,1660136986357.3198,6390796.2197265625
ARG,tobacco_t4,Economic benefit (USD) by 2035,3109930333259.59,3109956788514.4697,26455254.879882812
ARG,tobacco_t5,Total deaths averted by 2030,2082940.9100000001,2082940.0399999998,-0.8700000003445894
ARG,tobacco_t5,Total deaths averted by 2035,3923946.9200000004,3923942.0700000008,-4.849999999627471
ARG,tobacco_t5,Cases averted by 2030,22467865.54,22457096.92,-10768.619999997318
ARG,tobacco_t5,Cases averted by 2035,43631653.36,43587446.24,-44207.11999999732
ARG,tobacco_t5,Total healthy years lived by 2030,245823988.72000003,245824618.19,629.4699999690056
ARG,tobacco_t5,Total healthy years lived by 2035,456044002.65,456046580.48,2577.8300000429153
ARG,tobacco_t5,Economic benefit (USD) by 2030,1660130595561.1,1660136066549.2,5470988.099853516
ARG,tobacco_t5,Economic benefit (USD) by 2035,3109930333259.59,3109952977264.0693,22644004.479492188
ARM,tobacco_t1,Total deaths averted by 2030,152715.43999999997,152715.35,-0.08999999996740371
ARM,tobacco_t1,Total deaths averted by 2035,284647.32,284647.07,-0.25
ARM,tobacco_t1,Cases averted by 2030,431216.91000000003,430968.06999999995,-248.84000000008382
ARM,tobacco_t1,Cases averted by 2035,862006.2500000001,861301.92,-704.3300000000745
ARM,tobacco_t1,Total healthy years lived by 2030,14266344.27,14266357.900000002,13.630000002682209
ARM,tobacco_t1,Total healthy years lived by 2035,25833323.830000002,25833362.580000002,38.75
ARM,tobacco_t1,Economic benefit (USD) by 2030,61357241411.87999,61357327927.35,86515.4700088501
ARM,tobacco_t1,Economic benefit (USD) by 2035,112300665596.06001,112300914152.97002,248556.9100036621
ARM,asthma_cr1,Total deaths averted by 2030,152715.43999999997,152715.44,2.9103830456733704e-11
ARM,asthma_cr1,Total deaths averted by 2035,284647.32,284647.32,0.0
ARM,asthma_cr1,Cases averted by 2030,431216.91000000003,431216.91000000003,0.0
ARM,asthma_cr1,Cases averted by 2035,862006.2500000001,862006.2500000001,0.0
ARM,asthma_cr1,Total healthy years lived by 2030,14266344.27,14267868.89,1524.620000001043
ARM,asthma_cr1,Total healthy years lived by 2035,25833323.830000002,25837017.169999998,3693.3399999961257
